Museum,Specimen _Number,Species,Subspecies,Clade,Sex,Elevation,Body Mass (g),Body _Length _(mm),Head _Length _(mm),Bill Length (mm),Bill Width1 (mm),Bill Width2 (mm),Bill Width3 (mm),Bill Depth1 (mm),Bill Depth2 (mm),Bill Depth3 (mm),Proximal Bill Cross-Sectional_ Area (mm2),Mid-Length Bill Cross-Sectional Area (mm2),Distal Bill Cross-Sectional Area (mm2),Wing Length (mm),Primary 1 (mm),Primary 2 (mm),Primary 3 (mm),Primary 4 (mm),Primary 5 (mm),Primary 6 (mm),Primary 7 (mm),Primary 8 (mm),Primary 9 (mm),Width of Primary 1,Width of Primary 9,Tibiotarsus Width (mm),Tarsometatarsus Length (mm),Tarsometatarsus Width (mm),Digit 1 (mm),Digit 2 (mm),Digit 3 (mm),Digit 4 (mm),Ungual 1 (mm),Ungual 2 (mm),Ungual 3 (mm),Ungual 4 (mm),Central rectrix (mm),Lateral Retrices,Isometric Size Index,Wing Pointedness Index,Wing Convexity Index,Country,State/Province,Region,Locality,Preparation,Latitute (o South),Longitude (o West),Elevation1,Prin1 2,Prin2 2,Prin3 2,Prin4 2,Prin5 2,Species,Museum,Specimen_Number,D15N,D13C,Prct_Nitrogen,Prct_Carbon,C_N_Ratio, ?18O,Species,Museum,Specimen_Number,Isotope_Samp_ID,dDa,[H]a,,dDb,[H]b,Mean_dD
LSUMZ,181469,pabsti,,Outgroup,M,,54,228,46.56,17.6,5.11,2.19,1.01,4.8,3.95,1.14,77.05698461,27.17634725,3.617229781,111.82,53.77,78.48,81.19,79.8,79.6,74.33,64.11,59.6,56.68,7.39,13.06,1.91,31.56,1.55,19.5,17.93,28.17,18.26,10.1,6.27,7.9,5.99,96.45,71.47,-0.85697668,1.453751967,2.503595831,Brazil,Rio Grande do Sul,,Ca. 36 km NE São José dos Ausentes,Study Skin,,,0,2.77882773,-0.088697848,-0.152215117,1.892280478,-1.814553779,,,,,,,,,,,,,,,,,,,
AMNH,802460,palliatus,,Large,male,16000 ft,,255,54.74,22.45,6.02,3.13,1.08,7.51,5.77,1.61,142.0320322,56.73747748,5.462601306,136.43,81.91,98.25,98.14,97.93,97.12,92.45,89.15,85.55,79.79,10.72,14.3,3.18,37.91,2.89,22.06,20.8,32.02,22.19,10.37,7.85,8.81,6.69,102.83,86.08,-0.423362508,1.268260427,-0.265339471,Peru,Huancavelica,,Above Tolanuarra,,-12.917,75.15,4876.8,9.750398238,-1.632819513,0.190224893,-0.23812281,0.383081914,pal,AMNH,802460,7.071052800,-20.046420000,14.454979800,44.982349400,3.111892927,7.152162171,pal,AMNH,802460,,,,Pal A802460b,-110.122,5.4879688,-110.122
LSUMZ,113992,palliatus,,Large,U,,110,261,57.96,22.55,5.81,3.05,1.02,6.48,4.81,1.34,118.2771935,46.08873502,4.293928839,132.36,87.47,92.04,107.65,107.04,108.12,108.13,108.08,103.32,95.1,7.05,10.36,2.79,34.51,2.78,24.95,20.33,28.8,24.86,11.28,7.81,9.24,8.28,106.59,96.33,-0.25744242,2.141164912,-1.162990962,Peru,Junin Dept.,,"Pampa Puracocha, ca 14 road Km Chinchan on road to Marcapomacocha",Alcoholic,,,4600,10.53837751,-2.163053645,-0.744434955,-1.64231783,0.693780489,,,,,,,,,,,,,,,,,,,
LSUMZ,114120,palliatus,,Large,F,,109,260,56.15,21.97,6.27,2.91,1.56,5.82,4.76,1.21,114.6411142,43.5160848,5.930070293,124.96,78.02,94.64,94.61,96.83,95.66,92.4,86.33,83.85,80.62,9.87,17.36,4.4,37.45,2.59,22.79,22.74,28.66,25.78,11.33,7.7,7.64,7.77,101.64,86.49,-0.46425877,1.424690987,-0.057520966,Peru,Junin Dept.,,"Pampa Puracocha, ca 14 road Km NW Chinchan on road to Marcapomacocha",Study Skin,,,4600,10.15307915,-1.501802253,0.186189123,-0.315680079,0.223215608,pal,LSUMZ,114120,15.837336000,-16.371338500,14.519932900,47.160675800,3.247995437,3.283462704,pal,LSUMZ,114120,pal-L114120a,-100.8,5.99,pal-L114120b,-100.6,5.38,-100.708
LSUMZ,114121,palliatus,,Large,M,,99,239,56.41,21.09,6.05,2.78,1.03,5.61,4.46,1.51,106.6272255,38.95197899,4.886119054,121.54,75.92,87.39,87.73,87.89,87.66,84.57,81.38,72.22,70.31,9.44,14.14,3.44,38.58,2.55,23.43,22.51,32.53,24.42,11.37,7.68,8.72,8.15,95.49,84.93,-0.596910548,1.089429981,-0.115698735,Peru,Junin Dept.,,"Pampa Puracocha, ca 14 road Km NW Chinchan on road to Marcapomacocha",Study Skin,,,4600,9.819668096,-0.674126865,0.112473819,-0.589911014,0.425738166,,,,,,,,,,,,,,,,,,,
LSUMZ,114122,palliatus,,Large,M,,100,246,52.26,20.79,5.44,2.64,1.1,5.6,4.41,0.97,95.7054786,36.57567831,3.352079361,139.3,87.48,103.87,104.39,104.14,104.15,100.63,95.98,90.52,84.58,9.62,15.69,3.21,37.53,2.53,21.88,22.58,32.18,21.69,11.99,7.86,8.33,7.24,100.9,80.5,-0.31766013,1.310852427,-0.24397682,Peru,Junin Dept.,,"Pampa Puracocha, ca 14 road Km NW Chinchan on road to Marcapomacocha",Study Skin,,,4600,8.521902455,-0.976060085,-0.219061332,-0.830805107,0.425367768,,,,,,,,,,,,,,,,,,,
AMNH,188827,patagonicus,,Large,male,,46,209,48.34,20.93,4.45,1.79,0.7,4.48,3.84,1.48,62.63079114,21.59405126,3.254689989,100.28,51.69,67.7,68.54,67.3,66.8,58.87,54.24,49.6,48.12,7.39,11.09,2.34,28.79,1.72,21.38,16.21,26.1,18.91,9.6,6,7.3,5.99,80.98,64.89,-1.11263606,0.839475939,1.699786439,,,,"Cordilleras, Pacific Slope, Patagonia",,,,,1.650621423,0.577991012,0.180163608,0.989883607,-0.719314301,pat,AMNH,817067,7.357557600,-21.447737600,12.914394700,42.756140000,3.310735113,6.366209517,pat,AMNH,817067,pat-A817067a,-66.4,5.49,pat-a817067b,-64.9,5.05,-65.658
AMNH,826128,patagonicus,,Large,female,,48,190,44.28,17.18,4.55,1.78,0.84,4.46,3.84,1.27,63.75233972,21.47341411,3.351451043,98.75,55.5,67.51,69.04,68.13,66.4,60.17,53.72,51.84,51.21,7.18,11.77,1.93,30.39,1.84,21.17,16.74,25.79,18.11,9.26,5.14,7.58,5.78,77.11,63.48,-1.084153654,0.70275357,1.096063398,Chile,Magallanes,,"Brunswick Peninsula, @ mouth of Rio Santa Maria, ca 2 km S San Juan",,-53.5,71.417,350,0.565146561,0.471158368,-0.011272294,0.264691251,0.114216146,pat,AMNH,826128,16.344741600,-16.622743000,13.906772500,45.341298000,3.260375332,6.552257598,pat,AMNH,826128,pal-A826128a,-74.5,5.44,pal-a826128b,-69.4,5.06,-71.947
FMNH,61201,patagonicus,,Large,f,150m,,191,41.46,15.59,4.03,1.93,0.95,4.18,3.65,1.26,52.92138489,22.13094945,3.760486406,95.46,53.15,67.13,68.95,68.26,66.81,60.8,55.23,51.72,50.05,7.18,12.2,2.08,27.75,1.88,17.05,16.68,26.44,18.88,8.48,4.86,6.3,5.33,83.52,71.81,-1.085861371,0.924901199,1.324652167,Chile,Valparaiso,,"La Cruz, La Palmilla",,-32.817,71.233,150,-0.383744561,-1.217806577,0.337595342,1.350235574,-0.550074874,,,,,,,,,,,,,,,,,,,
FMNH,61202,patagonicus,,Large,f,150m,,196,45.45,15.96,4.36,1.96,1.08,4.72,3.85,1.89,64.65146354,23.70645816,6.412618925,95.09,54.84,71.52,73.21,73.11,70.19,62.35,55.58,51.58,50.87,7.09,13.31,2.34,27.76,1.72,16.55,18.02,26.14,18.73,7.83,5.02,6.63,5.43,76.79,66.61,-1.02636621,0.725891291,2.028235517,Chile,Valparaiso,,"La Cruz, La Palmilla",,-32.817,71.233,150,-0.13961959,-0.783341299,0.539153886,2.003990929,-0.931588568,,,,,,,,,,,,,,,,,,,
FMNH,61203,patagonicus,,Large,f,,,219,46.38,17.08,4.64,1.82,1.09,3.85,3.34,1.3,56.12141116,19.09711342,4.45163679,99.5,58.06,70.88,72.26,72.5,71.3,65.15,59.17,51.96,51.33,6.17,11.07,2.03,24.66,1.55,18.11,16.99,23.56,16.16,9.04,5.99,6.4,5.04,78.24,65.33,-0.994702083,0.748438474,1.440881385,Chile,Linares,,Linares,,-35.833,71.583,166,-0.836276164,-0.18054431,0.283959477,0.866802563,-0.818010462,,,pat-f61203,6.9,-22.5,14.2,45.7,3.2,,,,,,,,,,,
FMNH,61204,patagonicus,,Large,f,,,203,46.21,18.3,4.34,1.78,0.98,4.05,3.47,1.52,55.21977407,19.40436118,4.679716417,97.18,61.35,73.31,74.44,74.27,72.15,66.57,61.67,58.55,55.6,6.95,10.26,1.87,28.62,1.44,18.81,16.51,24.33,18.48,8.27,5.68,6.84,5.71,77.43,68.64,-0.92591923,0.858096022,0.576700942,Chile,Aisen,,Seccion Nireguao,,-45.167,71.817,617,0.145699224,-1.152567946,-0.011592909,0.022531427,-0.359657246,,,pat-f61204,6.6,-24.3,13.4,43.3,3.2,,,,,,,,,,,
FMNH,61205,patagonicus,,Large,f,,,196,44.56,17.37,4.86,2.25,1.08,4.56,3.73,1.36,69.62271975,26.36581635,4.61437129,97.84,62.27,74.58,75.78,75.83,73.45,65.55,59.78,58.33,56.75,6.59,8.98,2.29,27.17,1.59,19.33,16.4,27.46,15.9,9.13,5.88,6.86,5.51,75.54,65.38,-0.918463644,0.692310781,0.855698129,Chile,Chiloe,Isla de Chiloe,Quellon,,-43.117,73.6,6,0.370251176,-0.071661696,0.091256658,0.074847094,-0.222100742,,,,,,,,,,,,,,,,,,,
FMNH,61206,patagonicus,,Large,f,,,185,43.39,14.97,3.59,1.81,1.18,4.57,3.81,1.65,51.54191155,21.6647371,6.116680897,93.27,56.61,69.81,70.61,69.06,66.7,58.44,56.33,54.3,52.39,6.45,10.11,2.18,27.68,1.43,18.17,16.07,23.67,15.93,8.78,4.96,6.61,5.33,72.46,61.02,-1.051540163,0.705361887,0.717833232,Chile,Chiloe,Isla de Chiloe,Quellon,,-43.117,73.6,6,-1.418082427,-0.423436616,-0.058884252,-0.168022918,0.056974745,,,pat-f61206,14.3,-15.7,13.9,44.1,3.2,,,,,,,,,,,
FMNH,61207,patagonicus,,Large,f,,,195,44.07,15.12,3.36,1.98,0.97,4.15,3.39,1.02,43.80636796,21.08699821,3.108291771,97.84,59.24,72.04,73.88,73.16,71.59,64.4,60.42,57.85,55.82,7.38,11.28,2.19,28.16,1.49,17.79,16.12,27.75,18.77,9.89,5.96,6.99,5.74,72.65,58.8,-0.955722661,0.905097227,0.729602999,Chile,Chiloe,Isla de Chiloe,Quellon,,-43.117,73.6,6,-0.113672786,-0.177486992,-0.473394085,-0.363423901,0.174489475,,,,,,,,,,,,,,,,,,,
FMNH,61208,patagonicus,,Large,m,,,176,45.39,15.85,4.56,2.11,1.16,4.9,4.22,1.58,70.19574625,27.97336931,5.757911015,99.79,57.21,71.78,72.62,71.05,64.85,58.35,55.06,53.17,51.92,6.09,9.91,2.33,28.06,1.85,19.58,17.5,27.04,19.49,9.21,5.36,6.72,5.65,72.21,59.05,-1.047438511,0.479908327,1.038630118,Chile,Chiloe,Isla de Chiloe,Quellon,,-43.117,73.6,6,0.468983422,0.51722587,0.200864155,0.245662572,0.331836502,,,,,,,,,,,,,,,,,,,
FMNH,61209,patagonicus,,Large,m,,,182,45.29,17.63,4.18,1.95,1.05,4.44,3.59,1.49,58.30544638,21.99271937,4.915021707,100.22,62.86,76.58,77.06,76.05,74.82,66.84,59.92,57.1,55.41,7.04,10.9,1.89,26.2,1.49,17.72,15.23,28.35,17.96,9.21,5.26,6.53,5.64,70.3,58.69,-0.904027001,0.591548206,1.149457463,Chile,Chiloe,Isla de Chiloe,Quellon,,-43.117,73.6,6,-0.726767453,0.129830383,0.030447189,0.350726129,-0.171071512,,,,,,,,,,,,,,,,,,,
FMNH,61210,patagonicus,,Large,m,,,184,45.26,16.93,4.31,2.02,1.13,4.53,3.66,1.17,61.33739745,23.22642281,4.153499647,98.04,56.68,70.29,70.04,69.27,66.43,58.3,55.42,54.04,49.28,6.29,10.34,2.05,27.37,1.67,20.01,17.7,25.4,18.06,8.35,5.71,6.5,5.34,74.3,63.46,-1.056493942,0.650837325,0.766269357,Chile,Chiloe,Isla de Chiloe,Quellon,,-43.117,73.6,6,-0.041616841,-0.283755443,0.108791343,0.102070804,-0.00151631,,,,,,,,,,,,,,,,,,,
FMNH,61211,patagonicus,,Large,m,,,193,43.45,16.53,3.75,2.04,1.03,4.27,3.5,1.15,50.30475237,22.43097155,3.721216498,99.1,60.11,73.6,74.93,74.25,72.41,60.57,56.97,55.19,53.2,7.31,11.4,2.62,27.6,1.69,17.93,16.25,26.87,19.37,7.64,5.47,6.22,5.59,74.62,65.23,-0.974177729,0.520381013,1.24891843,Chile,Chiloe,Isla de Chiloe,Quellon,,-43.117,73.6,6,-0.278470421,-0.780504293,0.554677467,1.149260155,-0.376828222,,,,,,,,,,,,,,,,,,,
FMNH,61212,patagonicus,,Large,m,,,187,42.65,14.36,4.58,2.14,1.17,4.25,3.53,1.41,61.151101,23.73221922,5.182685401,100.9,64.27,76.72,77.82,77.11,76.19,69.27,62.9,59.75,58.01,7.68,10.71,2.21,27.79,1.64,18.71,16.62,25.89,19.24,8.37,5.29,6.69,5.29,77.61,65.17,-0.864614921,0.753109713,0.797608315,Chile,Chiloe,Isla de Chiloe,Rio Inio,,-53.117,72.217,92,-0.27220259,-0.669317164,0.118035024,0.28062244,-0.038494783,,,pat-f61212,16.1,-13.8,13.3,43.1,3.3,,,,,,,,,,,
FMNH,61213,patagonicus,,Large,m,,,195,43.9,14.52,3.75,1.84,1.07,4.52,3.52,1.14,53.24999548,20.3474673,3.832114719,97.32,57.86,70.73,71.86,72.61,71.31,63.58,58.74,53.9,52.52,7.6,10.21,1.81,29.22,1.79,18.43,17.45,26.83,19.33,9.31,5.98,7.22,5.78,74.82,61.31,-0.995097116,0.810945671,1.202578425,Chile,Chiloe,Isla de Chiloe,Rio Inio,,-53.117,72.217,92,0.120928665,0.027139132,-0.205173086,0.380999911,0.047175702,,,,,,,,,,,,,,,,,,,
FMNH,61215,patagonicus,,Large,f,,,185,42.47,15.25,4.09,1.93,0.92,3.89,3.15,1.12,49.98305328,19.09931254,3.23709707,92.21,58.33,73.14,73.33,71.65,64.49,58.87,55.64,53.33,51.31,7.17,10.22,1.7,27.52,1.41,18.02,15.51,24.58,17.76,8.88,5.63,6.34,5.29,77.42,64.16,-1.032662971,0.401322818,0.965922098,Chile,Valdivia,,Rinihue,,-39.8,72.383,111,-1.316750183,-0.098901228,0.361689705,0.34230249,-0.406722796,,,,,,,,,,,,,,,,,,,
FMNH,61216,patagonicus,,Large,f,,,179,43.78,15.94,4.53,2.14,1.09,4.01,3.3,1.26,57.06797303,22.18592732,4.31466335,99.1,59.91,73.38,74.45,74.78,72.05,66.14,60.55,57.07,54.87,7.43,11.13,2.05,28.08,1.48,18.21,16.36,25.74,17.23,8.43,4.79,5.9,5.43,76.44,62.36,-0.939957391,0.838269486,0.965262652,Chile,Valdivia,,Rinihue,,-39.8,72.383,111,-0.977147353,-0.825332382,-0.016218503,0.371990725,-0.22192325,,,pat-f61216,5.0,-21.9,13.5,42.7,3.2,,,,,,,,,,,
FMNH,61217,patagonicus,,Large,f,,,190,44.63,16.73,4.57,2.35,1.06,4.16,3.56,1.53,59.72544626,26.28256414,5.095034966,93.92,57.74,71.04,72.83,72.04,70.66,65.33,59.55,57.39,55.03,6.71,10.35,1.98,26.17,1.38,18.35,17.37,28.89,17.89,8.82,5.58,7.23,5.24,76.08,64.27,-0.974114071,0.998393061,0.799645853,Chile,Valdivia,,Rinihue,,-39.8,72.383,111,0.269094691,-0.647552469,-0.29084377,0.007055985,-0.372940209,,,pat-f61217,5.5,-24.1,13.5,43.2,3.3,,,,,,,,,,,
FMNH,61218,patagonicus,,Large,m,,,191,45.05,17.03,4.85,2.05,1,4,3.24,1.3,60.94689748,20.86645841,4.08407045,99.11,62.64,74.37,75.39,74.78,72.99,66.69,60.27,57.14,55.12,7.01,9.97,1.93,26.72,1.48,19.78,16.99,25.3,17.86,8.68,5.49,6.34,4.93,78.89,63.97,-0.922089077,0.664343469,0.830205951,Chile,Valdivia,,Rinihue,,-39.8,72.383,111,-0.43730996,-0.302849993,0.191767359,0.186822275,-0.357687449,,,pat-f61218,4.4,-26.6,13.7,43.6,3.3,,,,,,,,,,,
FMNH,61219,patagonicus,,Large,m,,,187,43.46,16.5,4.31,1.85,0.83,4.23,3.67,1.3,57.27531815,21.32984332,3.389778473,100.3,55.32,70.97,74.47,74.1,72.45,65.39,59.64,55.45,53.08,6.58,10.5,2.27,27.02,1.42,18.76,16.76,27.1,18.81,9.03,6.31,7.26,5.72,75.58,63.98,-0.975286691,1.072867837,1.600594992,Chile,Concepcion,,"Concepcion, near coast",,-36.8,73.017,22,0.449377998,-0.104135969,-0.281240907,0.722334805,-0.732159211,,,pat-f61219,6.1,-23.5,13.3,42.8,3.2,,,,,,,,,,,
FMNH,61220,patagonicus,,Large,f,,,178,44.76,17.34,4.48,1.93,0.88,4.73,3.6,1.41,66.57160497,21.82778576,3.898088165,97.96,60.79,74.05,76.9,76.56,74.24,68.25,62.31,59.69,57.6,6.51,10.38,2.13,27.28,1.57,19.14,17.32,28.61,19.09,9.33,5.59,6.63,5.47,77.67,71.46,-0.897044185,0.96279484,0.916919978,Chile,Concepcion,,"Concepcion, near coast",,-36.8,73.017,22,0.878115537,-0.592570892,-0.0226016,0.310344175,-0.471527894,,,,,,,,,,,,,,,,,,,
FMNH,61221,patagonicus,,Large,m,,,195,41.26,13.91,4.36,2.25,1.02,4.22,3.43,1.23,57.80279155,24.2452413,3.941442143,97.24,58.16,72.82,74.85,74.53,72.76,67.41,61.08,56.59,54.28,6.82,10.69,1.95,25.63,1.53,16.01,16.42,23.51,17.65,8.17,5.69,6.81,5.34,75.78,62.54,-0.941738853,0.979211459,1.233006473,Chile,Chiloe,Isla de San Pedro,,,-43.35,73.717,105,-1.366556862,-0.939305073,-0.19058398,0.639577256,-0.371622126,,,,,,,,,,,,,,,,,,,
FMNH,61222,patagonicus,,Large,m,,,187,43.45,14.51,4.67,2.16,0.97,4.09,3.58,1.4,60.00536216,24.29330767,4.266282824,96.78,59.18,73.18,75.46,73.1,67.15,62.59,59.6,57.13,54.78,6.8,11.19,1.97,28.32,1.82,17.8,16.52,24.99,18.41,7.6,5.27,6.06,5.05,74.84,61.83,-0.971948797,0.717343798,0.674875406,Chile,Chiloe,Islas Guaitecas,"Isla Ascencion, Melinka",,-43.867,73.8,0,-1.075568542,-1.207710127,0.097882314,0.364167969,0.252683278,,,,,,,,,,,,,,,,,,,
FMNH,61223,patagonicus,,Large,m,,,192,42.36,14.31,3.41,1.86,0.85,3.88,3.32,1.33,41.56578408,19.39996295,3.551570495,96.79,58.52,72.26,74.76,73.89,71.88,67.82,65.68,60.07,56.5,6.69,10.92,1.72,28.16,1.46,18.19,16.6,26.57,16.61,8.32,5.07,6.87,5.14,71.68,59.16,-0.917740294,1.232524738,0.487263718,Chile,Chiloe,Islas Guaitecas,"Isla Ascencion, Melinka",,-43.867,73.8,0,-1.4506545,-1.208414802,-0.817343531,-0.468575933,0.293760637,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pat-f61224,15.1,-11.5,12.7,41.1,3.3,,,,,,,,,,,
FMNH,61225,patagonicus,,Large,m,3600f,,186,44.94,15.88,4.59,2.13,1.01,4.27,3.6,1.29,61.5730169,24.08973247,4.093181068,98.16,57,71.32,73.3,72.62,72,65.59,60.07,56.54,54.89,6.81,10.65,2.13,30.55,1.57,17.94,16.74,26.16,20.41,8.39,6.1,6.77,5.53,76.33,63.05,-0.97017619,1.030619394,1.096801406,Chile,Cautin,,"Rio Lolen, Lonquimai Valley",,-38.45,71.367,1097,0.541114389,-1.054838218,-0.260373252,0.484391,-0.274358243,,,,,,,,,,,,,,,,,,,
FMNH,61226,patagonicus,,Large,m,3800f,,175,44.28,16.28,4.75,1.91,0.9,4.07,3.59,1.25,60.73483998,21.54158667,3.534291735,98.41,61.83,74.74,75.49,74.9,72.74,67.02,61.52,57.73,56.33,7.28,11,1.84,28.82,1.47,18.01,16.45,26.55,16.8,8.82,5.65,6.37,5.83,75.46,59.17,-0.91660771,0.761761326,0.795296411,Chile,Malleco,,Laguna Gualletue,,-38.667,71.283,1158,-0.48677514,-0.521812332,-0.206783096,-0.054509118,-0.039634404,,,pat-f61226,7.2,-23.2,13.4,42.9,3.3,,,,,,,,,,,
FMNH,61227,patagonicus,,Large,m,3800f,,185,42.6,16.11,4.05,1.67,1.02,4.73,3.52,1.44,60.18191967,18.46753825,4.61437129,99.65,62.56,74.31,76.4,74.91,72.85,67.79,61.47,57.33,55.71,6.22,11.35,2.34,29.75,1.4,18.85,16.31,25.38,18.25,9.41,5.17,6.83,5.19,76.87,61.63,-0.912052519,0.719480829,0.829366197,Chile,Malleco,,Laguna Gualletue,,-38.667,71.283,1158,-0.305031521,-0.224413946,-0.044921412,-0.067542513,-0.111839352,,,,,,,,,,,,,,,,,,,
FMNH,61228,patagonicus,,Large,f,3500f,,176,43.98,16.38,4.71,2.08,1.03,4.98,3.98,1.49,73.68856896,26.00736062,4.821402245,93.97,57.77,68.65,69.15,69.39,67.31,60.39,55.42,54.09,52.17,6.26,10.93,2.23,27.48,1.44,19.68,17.97,26.55,18.81,9.68,5.83,7.59,6.18,76.6,55.66,-1.049945691,0.699326062,0.658154,Chile,Malleco,,Tolhuaca,,-38.3,71.633,1067,0.95930412,0.573322756,-0.335666351,-0.665958871,0.267020134,,,pat-f61228,13.2,-21.0,13.5,43.2,3.2,,,,,,,,,,,
FMNH,61229,patagonicus,,Large,m,3500f,,175,44.06,15.78,4.26,1.9,0.9,4.95,3.82,1.26,66.24676429,22.80167948,3.562566069,96.32,57.49,73.08,74.43,73.69,71.4,65.19,59.21,54.61,53.07,6.57,10.98,2.22,27.59,1.4,19.54,15.07,25.67,18.29,8.21,5.47,6.46,5.01,75.15,59.66,-0.970646782,0.821546601,1.439535235,Chile,Malleco,,Laguna Malleco,,-38.217,71.817,1067,-0.739435384,-0.185994594,0.007505809,0.723238428,-0.504514869,,,pat-f61229,6.0,-23.6,13.4,43.1,3.3,,,,,,,,,,,
FMNH,61230,patagonicus,,Large,f,3500f,,180,45.29,15.93,5,2.02,0.96,4.65,3.6,1.27,73.0420292,22.84566178,3.830229763,96.92,56.63,71.31,72.57,70.66,69.35,59.89,51.93,50.51,48.55,6.45,11.02,2.3,29.08,1.6,17.48,17.29,26.86,18.81,8.13,5.33,7.4,5.92,77.78,65.27,-1.056926277,0.400353741,1.873860515,Chile,Malleco,,Laguna Malleco,,-38.217,71.817,1067,0.490721728,-0.073687815,0.65904367,1.661468907,-0.850078322,,,,,,,,,,,,,,,,,,,
FMNH,62454,patagonicus,,Large,m,1550m,,199,45.46,16.61,4,2.04,1.04,4.53,3.59,1.27,56.92565888,23.00776796,4.149415577,97,57.35,70.97,73.14,72.27,66.57,60.73,56.52,55.03,53.32,6.67,10.17,2.1,27.88,1.43,19.61,15.51,24.95,15.81,7.76,6.02,7.15,5.33,75.73,64.72,-1.019203312,0.685996362,0.970045195,Chile,Aconcagua,,Rio Blanco,,-38.733,72.567,1550,-0.422272672,-0.534740476,0.157823396,0.375154464,-0.493079778,,,pat-f62454,6.8,-19.0,13.5,44.1,3.3,,,,,,,,,,,
FMNH,73922,patagonicus,,Large,m,,,202,47.02,17.57,3.88,1.93,0.82,4.13,3.42,1.16,50.34213732,20.73639647,2.988282932,102.31,62.51,78.65,80.47,79.69,77.9,69.13,64.7,60.86,54.96,7.28,10.66,2.38,27.91,1.88,18.05,15.25,24.33,15.19,8.91,5.85,7.04,5.85,79.75,66.91,-0.838906698,0.880921745,1.18160537,Chile,Chiloe,Isla de Chiloe,Quellon,,-43.117,73.6,6,-0.05106896,-0.704123616,0.177366107,0.8224704,-0.3651134,,,,,,,,,,,,,,,,,,,
FMNH,120643,patagonicus,,Large,f,,,191,45.03,15.83,4.77,2.39,0.95,4.91,4.01,1.2,73.57829906,30.10870983,3.581415625,99.59,61.33,73.91,75.95,73.95,71.7,65.38,60.48,56.19,53.94,7.19,9.02,1.99,27.94,1.46,19.32,16,25.31,16.58,7.81,6.35,7.06,6.11,78.35,67.86,-0.938502219,0.667372365,0.926303916,Chile,Magallanes,Isla Riesco,east end,,-52.767,71.467,45,0.501490783,-0.508196789,0.182839209,0.323082623,-0.509435285,,,,,,,,,,,,,,,,,,,
FMNH,120644,patagonicus,,Large,m,,,196,45.07,15.15,3.93,1.81,0.81,3.71,1.26,1.57,45.80536337,7.164716206,3.995163378,101.74,57.17,70.06,70.82,71.06,69.13,62.19,55.73,51.86,49.6,6.79,13.1,2.4,29.32,1.64,18.1,18.19,27.24,18.35,9.64,6.09,7.23,5.7,76.72,66.83,-1.035640808,0.649037262,1.359648199,Chile,Magallanes,Isla Riesco,east end,,-52.767,71.467,45,0.311924308,-0.11881332,0.24524115,0.772263557,-0.507013645,,,,,,,,,,,,,,,,,,,
FMNH,251217,patagonicus,,Large,m,,,201,47.09,16.21,3.98,1.78,0.95,4.26,3.59,1.4,53.26507512,20.07540537,4.178318229,98.16,61.91,74.21,73.63,72.49,71.83,65.36,56.46,54.35,52.83,6.75,11.43,2.2,27.95,1.41,17.48,16.16,24.38,17.9,8.56,5.53,6.56,5.57,74.95,62.49,-0.966489636,0.463099364,1.091653564,Argentina,Chubut,,El Yloyo,,-43.683,69.267,680,-0.635256482,-0.429433805,0.386742374,0.572887328,-0.461838285,,,,,,,,,,,,,,,,,,,
FMNH,303529,patagonicus,,Large,f,,,198,44.16,15.55,4.29,1.95,0.92,4.19,3.54,1.13,56.47044211,21.68641409,3.265999723,101.32,58.63,72.17,73.92,74.32,72.36,65.06,59.69,56.14,53.81,7.06,10.94,2.21,28.27,1.54,19.77,17.64,25.41,19.29,9.34,5.29,6.97,5.84,78.06,66.74,-0.959119586,0.868967663,1.158174561,Chile,Magallanes,,Punta Arenas,,-53.133,70.9,27,0.442546697,-0.005433296,-0.046253553,0.339226122,-0.321747958,,,,,,,,,,,,,,,,,,,
FMNH,303531,patagonicus,,Large,m,,,202,40.32,13.61,4.38,1.98,1.22,4.2,3.7,1.07,57.79273846,23.01530778,4.10103505,98.82,59.25,73.74,75.58,76.48,73.61,66.82,60.22,56.53,54.58,7.05,11.67,1.97,28.67,1.57,19.52,18.59,26.84,18.81,9.72,5.99,6.02,6.42,76.37,62.17,-0.930962479,0.85455759,1.385464104,Chile,Magallanes,,Punta Arenas,,-53.133,70.9,27,0.176006869,0.501167565,-0.262218004,0.225578497,-0.135242059,,,,,,,,,,,,,,,,,,,
FMNH,303532,patagonicus,,Large,m,,,198,45.71,15.17,4.87,2.12,0.94,4.64,4.07,1.92,70.98994087,27.10691805,5.669946421,104.31,58.59,72.76,75.09,74.14,71.56,64,58.37,54.82,52.65,7.46,11.56,2.29,30.87,20.04,20.57,17.21,26.41,20.24,9.05,4.99,7.5,6.43,77.71,65.96,-0.969844375,0.717770445,1.383628874,Chile,Magallanes,,Punta Arenas,,-53.133,70.9,27,3.181262622,-0.149475145,3.278662676,9.509254221,16.10674488,,,,,,,,,,,,,,,,,,,
