Museum,Specimen _Number,Species,Subspecies,Clade,Sex,Elevation,Body Mass (g),Body _Length _(mm),Head _Length _(mm),Bill Length (mm),Bill Width1 (mm),Bill Width2 (mm),Bill Width3 (mm),Bill Depth1 (mm),Bill Depth2 (mm),Bill Depth3 (mm),Proximal Bill Cross-Sectional_ Area (mm2),Mid-Length Bill Cross-Sectional Area (mm2),Distal Bill Cross-Sectional Area (mm2),Wing Length (mm),Primary 1 (mm),Primary 2 (mm),Primary 3 (mm),Primary 4 (mm),Primary 5 (mm),Primary 6 (mm),Primary 7 (mm),Primary 8 (mm),Primary 9 (mm),Width of Primary 1,Width of Primary 9,Tibiotarsus Width (mm),Tarsometatarsus Length (mm),Tarsometatarsus Width (mm),Digit 1 (mm),Digit 2 (mm),Digit 3 (mm),Digit 4 (mm),Ungual 1 (mm),Ungual 2 (mm),Ungual 3 (mm),Ungual 4 (mm),Central rectrix (mm),Lateral Retrices,Isometric Size Index,Wing Pointedness Index,Wing Convexity Index,Country,State/Province,Region,Locality,Preparation,Latitute (o South),Longitude (o West),Elevation1,Prin1 2,Prin2 2,Prin3 2,Prin4 2,Prin5 2,Species,Museum,Specimen_Number,D15N,D13C,Prct_Nitrogen,Prct_Carbon,C_N_Ratio, ?18O,Species,Museum,Specimen_Number,Isotope_Samp_ID,dDa,[H]a,,dDb,[H]b,Mean_dD
FMNH,299146,albiventris,,Small,f,11000f,,168,40.74,13.69,4.09,1.71,0.98,3.76,3.28,1.34,48.31266846,17.62056488,4.125539473,90.47,53.88,70.92,71.72,71.76,70.71,65.67,61.75,57.84,56.71,7.21,11.85,1.59,27.65,1.29,16.91,14.94,22.42,15.02,8.4,4.7,5.63,3.96,66.14,59.84,-0.9825401,1.342978542,0.992449908,Peru,Huanuco,,"Quilluacocha, Acomayo region",,-9.95,76.243,3353,-3.546692935,-1.355031389,-0.833081079,-0.040717515,-0.101817012,,,alb-f299146,9.0,-22.7,14.4,46.9,3.3,,,,,,,,,,,
FMNH,299147,albiventris,,Small,f,11000f,,162,40.59,13.88,4.62,2.16,0.93,4.22,3.17,1.03,61.24974701,21.51111322,3.009331603,88.12,55.5,67.95,68.79,68.23,67.45,62.51,58.47,55.74,53.89,6.94,11.13,1.63,26.62,1.36,16.54,15.31,23.05,14.11,8.03,4.72,5.43,3.72,63.42,57,-1.04043179,1.070878473,0.48408822,Peru,Huanuco,,"Quilluacocha, Acomayo region",,-9.95,76.243,3353,-3.707073907,-1.406318855,-0.715836142,-0.505956664,0.337770771,,,alb-f299147,8.7,-21.6,14.2,46.8,3.3,,,,,,,,,,,
FMNH,334439,albiventris,,Small,m,3900m,28.4,176,38.61,13.43,3.74,2.06,1,4.17,3.26,0.95,48.99565071,21.09767962,2.984513021,99.66,58.45,73.5,74.61,69.74,63.85,58.96,56.85,56.29,54.61,6.93,11.24,1.93,25.92,1.34,16.65,14.81,21.34,14.71,8.45,4.28,5.66,4.42,68.19,67.5,-1.018982879,0.52703619,0.455989313,Bolivia,Cochabamba,,"Cochabamba-Oruro Rd, km 80",,-17.384,-66.167,3900,-3.503335619,-0.857508001,0.157586061,-0.213037006,0.033023944,,,,,,,,,,,,,,,,,,,
LSUMZ,78267,albiventris,,Small,M,,28,175,40.71,13.8,4.24,1.58,0.76,3.53,2.74,1,47.02084556,13.60058292,2.387610417,92.33,55.53,68.24,69.13,68.52,67.76,64.24,56.73,52.58,51.44,6.5,11.37,1.76,27.61,1.3,17.74,12.6,23.17,16.32,9.02,4.47,6.19,5.06,69.82,61.14,-1.04996093,0.909436277,1.048178863,Peru,Cusco Dept.,,14 km NE Abra Malaga on Ollantaitambo-Quillabamba,Study Skin,,,3261,-3.025497146,-0.422835244,-0.342130004,0.082068944,-0.094643893,,,,,,,,,,,,,,,,,,,
LSUMZ,78268,albiventris,,Small,F,,30,177,41.7,13.89,4.25,1.8,0.79,3.95,3.27,0.77,52.73948667,18.49141436,1.911030811,88.5,52.24,65.87,68.02,67.68,66.47,62.74,57.79,53.71,52.47,7.14,11.29,1.91,26.63,1.37,17.49,13.58,23.88,14.01,8.28,4.5,6.17,4.99,66.69,64.44,-1.075390473,1.234411784,0.944363107,Peru,Cusco Dept.,,14 km NE Abra Malaga on Ollantaitambo-Quillabamba,Study Skin,,,3261,-2.857588586,-1.172531236,-0.612674026,0.071460392,-0.100210216,,,,,,,,,,,,,,,,,,,
LSUMZ,78271,albiventris,,Small,F,,22,162,39.38,12.15,3.99,1.76,0.8,3.58,2.52,0.82,44.87513778,13.93359174,2.060884781,87.69,52.86,65.69,67.02,66.02,64.87,61.12,57.05,54.76,51.75,7.24,11.38,1.57,25.47,1.17,17.52,12.8,21.08,13.45,7.63,4.56,5.24,4.81,63.62,56.45,-1.089511048,1.180306969,0.476189256,Peru,Cusco Dept.,,Peñas 25 km above Ollantaitambo Rd. to Quillabamba,Study Skin,,,3261,-4.732524832,-1.345181308,-0.870743006,-0.686457057,0.361565334,,,,,,,,,,,,,,,,,,,
LSUMZ,87732,albiventris,,Small,M,,25.5,162,38.24,12.78,3.5,1.5,0.9,3.67,2.89,0.92,40.35375764,13.61880415,2.601238717,93.06,56.52,67.94,68.91,68.48,66.74,61.1,55.71,51.8,50.17,6.86,10.48,1.59,26.02,1.35,16.62,14.33,19.05,15.04,7.59,5.11,5.69,4.77,62.56,57.43,-1.067267808,0.712882159,0.939784414,Peru,Ayacucho Dept.,,15 rd. km E of Puquio,Study Skin,,,3322,-4.521377815,-0.727629386,-0.306162467,0.007921969,0.166720303,,,,,,,,,,,,,,,,,,,
LSUMZ,101935,albiventris,,Small,M,,28.1,174,38.8,12.51,3.28,1.54,0.82,3.89,3.13,1.14,40.08420899,15.14310491,2.936760813,98.31,57.69,75.73,76.37,75.58,75.47,68.32,61.45,58.03,54,7,11.73,1.82,28.45,1.33,17.45,13.76,23.35,14.9,9.04,5.07,5.95,5.11,72.34,68.12,-0.912784667,1.036216713,1.481161258,Bolivia,La Paz Dept.,,Pongo,Study Skin,,,3750,-2.795211127,-0.580230215,-0.239221307,0.637237352,-0.614466751,,,,,,,,,,,,,,,,,,,
LSUMZ,114119,albiventris,,Small,M,,27.5,166,38.21,13.73,3.42,1.59,0.95,3.39,2.64,0.96,36.42299691,13.18714932,2.8651325,91.37,55.55,67.69,68.88,69.18,68.87,63.17,58.77,53.68,51.22,7.53,11.56,1.66,25.35,1.2,15.96,14.79,22.51,15.58,7.14,4.57,5.61,4.57,63.71,57.11,-1.038902443,1.0244654,0.861066501,Peru,Puno Dept.,,"Isal Esteves, ca 5 Km E Puno",Study Skin,,,3800,-4.35392566,-1.532339029,-0.562994537,0.08530064,-0.008204969,,,,,,,,,,,,,,,,,,,
LSUMZ,128410,albiventris,,Small,M,,31,177,38.57,12.82,3.8,1.69,0.97,3.94,3.14,1,47.03592521,16.67117558,3.047344874,94.15,60.27,73.16,73.17,72.29,71.18,68.41,63.02,59.65,56.91,6.96,11.06,1.7,27.69,1.26,18.62,15.54,22.28,16.02,7.56,5.2,6.1,5.27,71.58,64.36,-0.927754831,1.044813166,0.283485645,Peru,Pasco Dept.,,"Millpo, E Tambo de Vaca on Pozuzo-Chaglla trail",Study Skin,,,3600,-2.502324786,-1.401131724,-0.548869351,-0.650080792,0.170738339,,,,,,,,,,,,,,,,,,,
LSUMZ,128411,albiventris,,Small,F,,31,167,38.51,13.29,4.56,2.07,0.8,4.33,3.43,1.15,62.03011863,22.305622,2.890265241,89.59,55.32,67.44,68.95,68.38,67.67,63.67,59.51,56.95,55.47,5.99,11.01,1.58,25.24,1.35,17.02,14.83,21.94,15.49,8.11,4.53,5.64,4.83,67.19,61.45,-1.029467229,1.201387661,0.357061804,Peru,Pasco Dept.,,"Millpo, E Tambo de Vaca on Pozuzo-Chaglla trail",Study Skin,,,3450,-3.278191738,-1.363583466,-0.794964973,-0.693511182,0.387610715,,,,,,,,,,,,,,,,,,,
LSUMZ,128412,albiventris,,Small,F,,30,166,41.2,14.6,4.26,1.61,0.94,3.76,2.75,0.86,50.32077449,13.90940147,2.539663501,90.28,55.98,68.73,69.58,67.47,66.37,62.33,57.83,53.84,52.55,6.05,11.5,1.76,25.37,1.45,17.12,15.56,22.45,16.06,8.85,4.34,5.78,4.8,65.37,58.2,-1.049453755,0.892423617,0.629529174,Peru,Pasco Dept.,,"Millpo, E Tambo de Vaca on Pozuzo-Chaglla trail",Study Skin,,,3450,-3.251807712,-0.654724276,-0.476580831,-0.379259033,0.39264236,,,,,,,,,,,,,,,,,,,
LSUMZ,128414,albiventris,,Small,M,,29,167,39.1,13.1,4.08,1.9,1.04,4.2,3.14,1.17,53.83433171,18.74274177,3.822689941,95.85,58.18,73.84,74.53,73.96,72.03,66.48,60.92,56.85,55.63,6.94,11.72,1.57,28.02,1.31,16.06,15.37,22.39,15.33,8.04,4.54,5.76,4.91,67.71,60.39,-0.945406217,0.935947404,1.121485725,Peru,Pasco Dept.,,1 km E Huánuco border on Pozuzo-Panao trail,Study Skin,,,3600,-3.344461898,-1.055678945,-0.400331498,0.277948714,-0.133823479,,,,,,,,,,,,,,,,,,,
NMNH,32635,albiventris,,Small,Unknown,,,169,39.83,14.28,4.07,1.81,0.67,3.96,3.15,1.32,50.63367712,17.91179051,2.778424543,91.02,53.48,67.37,68.99,62.48,58.3,56.84,56.91,56.04,55.07,6.8,10.06,1.77,25.43,1.37,18.09,13.94,20.72,16.15,9.04,5.03,5.77,4.74,71.92,63.49,-1.117124217,0.931959123,-0.355915111,Bolivia,La Paz,,La Paz,Skin: Whole,-15.089,-68.524,1959,-2.839463881,-1.127733886,-0.51209904,-1.448762401,0.646069937,alb,NMNH,32635,8.554260000,-20.244535600,13.059062400,43.929194300,3.363885779,7.8348992,alb,NMNH,32635,alb-N032635a,-88.1,5.50,alb-n032635b,-90.1,4.92,-89.111
NMNH,273172,albiventris,,Small,Female,14000 ft,,159,39.13,14.18,3.77,1.78,0.96,3.78,3.38,1.08,44.76958027,18.90107804,3.257203263,88.37,54.49,64.72,66.27,64.27,62.26,59.83,55.51,52.49,51.22,6.97,9.45,1.8,26.4,1.32,17.75,12.91,19.03,14.29,8.66,4.68,6.29,5.03,63.71,63.74,-1.120059521,0.903101049,0.25348978,Peru,Cusco,,"Matchu Picchu, Runcaraccay Ruins",,-13.517,71.95,4267,-3.586197495,-0.747092118,-0.536332805,-0.943703524,0.463304354,riv,NMNH,273172,8.087314400,-20.426538600,12.803420500,42.878717100,3.349004830,1.225371674,riv,NMNH,273172,riv-N273172a,-67.3,5.82,riv-N273172b,-74.7,4.82,-70.976
NMNH,273173,albiventris,,Small,Male,12000 ft,,159,38.06,14.4,3.8,1.69,0.75,4.03,3.15,0.62,48.1103499,16.72426849,1.460840584,92.88,56.06,66.57,67.7,65.22,60.67,55.06,52.97,50.48,48.36,6.75,10.62,1.79,26.27,1.4,17.8,14.49,21.83,16.93,7.71,4.55,5.57,4.41,66.46,64.92,-1.140071168,0.429922505,0.461085384,Peru,Cusco,,"Matchu Picchu, Ccorihuayrachina Ruins",,-13.517,71.95,3658,-3.467691439,-0.798579457,0.191875651,-0.108092485,0.17060008,riv,NMNH,273173,8.652980000,-20.085160000,12.754568000,42.768969500,3.353227604,-2.502197113,riv,NMNH,273173,riv-N273173a,-82.1,5.23,riv-N273173b,-104.8,5.28,-93.448
,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,riv,NMNH,273553,9.450637600,-19.738862400,13.498745400,44.398217300,3.289062501,0.107176914,riv,NMNH,273553,riv-N273553a,-92.7,5.34,riv-N273553b,-107.8,5.20,-100.252
NMNH,273555,albiventris,,Small,Male,,,170,35.86,14.25,4.11,1.78,0.71,5.6,3.52,1.3,72.30689652,19.68396293,2.899690019,95.33,55.68,66.65,67.67,66.27,61.78,56.06,52.04,49.2,47.19,7.26,10.23,1.74,27.17,1.48,17.99,15.7,20.47,14.6,7.24,4.38,5.02,4.29,62.08,55.8,-1.140296047,0.401061717,0.893975973,Peru,,,La Raya,,-6.317,79,4335,-4.148173659,-0.342162606,0.016428612,0.042364383,0.412722168,riv,NMNH,273555,10.535570400,-19.846096600,13.691721300,44.753085500,3.268623756,2.161830501,riv,NMNH,273555,riv-N273555a,-98.6,5.46,riv-N273555b,-104.3,5.17,-101.438
NMNH,352704,albiventris,,Small,Male,,,171,42.66,13.22,3.64,1.92,3.78,3.23,1.68,96.63,36.93633315,10.13352126,1147.502531,54.55,69.38,71.14,70.18,68.77,64.11,57.38,54.6,51.2,50.42,6.95,9.34,1.85,24.87,1.39,16.91,13.74,20.56,13.92,7.03,4.4,4.9,4.17,78.42,69.42,-1.037109221,-0.281636873,-0.272478757,Bolivia,La Paz,,La Paz,Skin: Whole; Alcoholic: Partial: trunk.,-15.089,-68.524,1959,-4.650732805,-3.767534083,18.36552041,-7.608107914,0.247048146,alb,NMNH,352704,13.785432800,-19.449625200,13.068759400,41.885180700,3.204985218,5.833311768,alb,NMNH,352704,alb-N3522704a,-89.4,5.03,alb-n352704b,-92.9,4.89,-91.152
NMNH,609498,albiventris,,Small,Female,3150 m,28.3,169,39.85,11.96,4.23,2.1,1.08,3.96,3.55,0.62,52.62419022,23.42057323,2.103610441,94.07,51.76,67.15,68.19,66.53,63.85,57.75,51.27,46.31,45.11,6.82,9.84,1.4,25.27,1.39,17.97,12.79,20.91,15.88,7.75,5.04,5.92,4.44,75.75,64.78,-1.155502956,0.535064142,2.011635001,Argentina,Tucuman,,"San Miguel De Tucuman, 7 km N, 60 km W",Skin: Whole; Alcoholic: Partial: trunk.,-26.809,-65.211,3150,-3.641687021,0.113832686,0.490757659,1.573850227,-0.9983836,alb,NMNH,609498,5.771343200,-22.642056200,13.725655400,45.102260000,3.285982249,5.27692,alb,NMNH,609498,alb-N609498a,-54.3,5.30,alb-n609498b,-64.7,5.02,-59.496
AMNH,165404,antarcticus,,Small,male,,,200,43.94,16.67,5.72,2.23,0.8,4.82,4.16,1.12,86.6149661,29.14392673,2.814867018,115.19,72.19,85.63,86.25,85.65,82.37,73.08,66.69,63.82,59.13,6.03,12.91,1.8,27.81,1.61,22.71,18.46,27.24,17.35,11.98,5.99,8.08,5.75,77.95,72.33,-0.726477221,0.44574016,0.946572104,Falkland Islands,,,Kidney I.,Skin: Whole,-51.617,57.75,17,2.08396212,2.295157462,0.08712806,-0.617592455,-0.186597141,ant,AMNH,165404,20.692216800,-17.194565000,13.107025800,43.751479400,3.338017340,8.666578458,ant,AMNH,165404,,,,Ant A165404b,-14.911,4.9004354,-14.911
AMNH,165406,antarcticus,,Small,male,,,197,42.2,15.28,4.59,2.21,0.8,4.29,3.83,1.53,61.8614151,26.5913827,3.845309408,113.61,67.6,81.77,82.12,80.71,78.39,69.78,61.64,58.25,56.34,7.65,10.49,2.03,27.33,1.89,22.07,16.17,24.35,16.33,12.02,6.08,7.22,5.67,85.15,74.21,-0.824354189,0.35269933,1.370228709,Falkland Islands,,,Kidney I.,Skin: Whole,-51.617,57.75,17,0.85281842,2.225382832,0.624603533,0.255798667,-0.416681678,ant,AMNH,165406,24.207026400,-16.502463200,13.033470400,43.345794500,3.325729308,7.402755444,ant,AMNH,165406,,,,Ant A165406b,-40.628,5.1194025,-40.628
AMNH,165407,antarcticus,,Small,female,,,200,43.72,15.47,4.59,2.23,0.84,4.33,3.83,1.22,62.43821151,26.8320287,3.219504151,108.85,62.2,76.79,78.03,76.81,73.65,65.89,59.45,54.73,52.82,7.79,11.73,1.4,28.9,1.84,22.03,17.38,26.39,17.99,11.73,5.94,7.3,5.71,78.8,70.88,-0.917552871,0.466553804,1.528835829,Falkland Islands,,,Kidney I.,Skin: Whole,-51.617,57.75,17,0.962768282,2.221761865,0.226480962,0.253667686,-0.312578942,ant,AMNH,165407,28.612548000,-21.304782100,13.324168000,43.892702300,3.294217117,9.26201733,ant,AMNH,165407,,,,Ant A165407b,-60.478,5.181753,-60.478
AMNH,165408,antarcticus,,Small,male,,,189,40.28,15.8,4.23,2.06,0.81,4.15,3.84,1.4,55.14908824,24.85125453,3.562566069,107.74,60.39,73.81,75.04,73.39,71.01,62.84,56.56,53.23,52.03,6.71,11.14,2.59,26.31,1.82,21.9,17.12,25.77,16.42,10.97,5.94,7.92,6.82,77.51,67.63,-0.980369351,0.433791414,1.399839121,Falkland Islands,,,Sea Lion Is.,,-52.417,59.083,18,1.080262351,2.186817138,0.284440319,0.125595467,-0.049734529,ant,AMNH,165408,22.929004800,-19.541007000,13.120758600,43.603715000,3.323261736,7.603245216,ant,AMNH,165408,,,,Ant A165408b,-49.836,5.0354433,-49.836
AMNH,165866,antarcticus,,Small,male,,,207,41.94,14.55,4.22,2.24,1.08,5.37,4.79,1.7,71.19288776,33.70803254,5.767964112,113.42,70.67,82.51,84.57,81.69,79.83,71.81,64.4,61.37,54.74,7.91,10.36,2.3,30.37,1.48,23.81,18.61,25.56,17.8,11.74,6.88,7.61,6.61,79.67,70.93,-0.776202003,0.404930713,0.925286937,Chile,,,Vanderlandt Is.,,,,,2.557324246,2.426596759,0.113234662,-0.881537139,-0.112564474,ant,AMNH,165866,18.049104000,-13.803069000,13.124431000,43.989021000,3.351689761,7.420526774,ant,AMNH,165866,,,,Ant A165866b,-42.016,4.9929096,-42.016
AMNH,165867,antarcticus,,Small,male,,,220,44.25,16.03,5.72,2.61,1.27,5.69,4.77,1.18,102.2487878,39.11188606,4.707990751,119.93,69.05,88.37,88.4,88.18,85.22,75.82,68.97,64.35,62.93,9.01,12.21,2.89,29.75,1.75,25.04,19.68,26.69,18.64,12.1,7.55,7.42,6.45,81.24,74.27,-0.696728017,0.674974767,1.538205944,Chile,,,Vanderlandt Is.,,,,,4.340372778,2.685016866,0.141710452,-0.187772767,-0.449698403,ant,AMNH,165867,18.311313600,-13.662085300,13.243960400,44.620179800,3.369096437,9.4588556,ant,AMNH,165867,,,,Ant A165867b,-35.87,5.0702495,-35.870
AMNH,165868,antarcticus,,Small,female,,,202,41.59,16.57,5.16,2.34,1.01,5.69,4.83,1.88,92.23841695,35.50690849,5.965256131,107.54,62.26,76.55,79.44,79.74,78.05,71.75,63.6,61.25,60.56,7.89,12.69,3.08,28.66,1.83,23.01,20.43,24.38,19.64,13.25,6.91,9.39,7.52,79.35,72.34,-0.842230501,0.994019394,1.184030472,Chile,,,Vanderlandt Is.,,,,,4.693485225,2.749583388,-0.509301236,-0.964477208,0.189918327,ant,AMNH,165868,18.382370400,-14.276301000,13.006301200,44.042693600,3.386258162,7.3685975,ant,AMNH,165868,,,,Ant A165868b,-25.855,5.0291651,-25.855
AMNH,523186,antarcticus,,Small,female,,,221,45.53,17.71,5.11,2.52,0.85,5.13,4.57,0.95,82.3546523,36.17983764,2.536836068,109.93,62.48,77.8,78.68,78.21,77.75,67.59,62.32,59.08,57.79,7.32,12.28,2.39,27.89,1.62,24.11,18.03,26.38,15.52,13.11,7,8.81,5.97,77.51,68.89,-0.86786478,0.758045781,1.256216697,,,,"Kidney Island, Falkland Isle",Skin: Whole,-51.617,57.75,17,3.113847527,3.10848311,-0.340284873,-0.862958886,-0.227390264,ant,AMNH,523186,24.878563200,-17.150199500,13.607117400,45.199336500,3.321742230,8.415947302,ant,AMNH,523186,,,,Ant A523186b,-8.255,5.0557935,-8.255
AMNH,523187,antarcticus,,Small,female,,,209,43.74,17.15,4.78,2.04,0.93,4.83,4.13,1.66,72.53120623,26.46854643,4.849990739,104.35,59.24,74.1,75.25,74.72,72.22,63.79,57.99,54.24,51.64,7.74,11.72,2.75,26.05,1.57,21.8,18.39,23.81,14.89,11.31,5.39,6.75,4.75,84.12,75.48,-0.964382056,0.611388665,1.51093415,,,,"Kidney Island, Falkland Isle",Skin: Whole,-51.617,57.75,17,0.842002692,1.396749421,0.612455792,0.521745562,-0.973507376,ant,AMNH,523187,22.933008000,-14.682491800,13.755306200,44.848350500,3.260439997,8.616865488,ant,AMNH,523187,,,,Ant A325187b,-12.658,5.1577067,-12.658
FMNH,56804,antarcticus,,Small,m,,,186,41.52,13.22,4.14,1.99,0.89,4.29,2.99,1.25,55.79657048,18.69279045,3.495021827,110.35,67.2,81.94,82.34,80.91,78.15,70.61,63.71,58.59,55.57,8.16,12.06,2.35,27.7,1.64,21.2,17.38,28.61,19.88,11.45,6.76,7.53,6.89,79.07,71.19,-0.814524876,0.449292368,1.294982167,Antarctic Islands,Falkland Is,Speedwell Id,,,-52.217,59.717,0,1.751708451,1.87089238,0.261330523,0.031600433,-0.279338961,,,ant-f56804,11.5,-17.7,14.1,45.7,3.3,,,,,,,,,,,
FMNH,56805,antarcticus,,Small,,,,181,41.88,15.17,5.49,2.14,1.07,4.46,3.42,1.34,76.92315276,22.99268831,4.504415547,106.14,72.15,84.45,83.33,82.58,81.63,73.61,67.62,63.81,60.77,6.81,10.93,1.97,27.55,1.6,19.41,16.78,23.89,16.9,10.65,5.76,6.86,5.79,76.61,70.31,-0.740858532,0.528652881,0.546384722,Antarctic Islands,Falkland Is,Speedwell Id,,,-52.217,59.717,0,0.173687253,0.626937682,0.10478112,-0.613758213,0.078542498,,,ant-f56805,17.5,-12.7,14.1,46.3,3.3,,,,,,,,,,,
NMNH,536379,antarcticus,,Small,Male,,59,215,45.89,12.83,4.4,2.31,1.2,4.23,4.14,1.69,58.47132247,30.04430718,6.371149901,111.6,68.74,82.54,85.14,84.31,76.92,70.8,66.88,63.49,60.36,7.24,7.98,3.82,27.34,2.26,25.78,19.68,28.76,19.97,11.83,7.52,8.28,6.71,70.09,57.08,-0.769439481,0.587908376,0.773402582,Argentina,Tierra Del Fuego,Isla De Los Estados,"Rocas Moyano, Off Punta Victoria",Skin: Whole; Skeleton: Partial: trunk,-54.833,64.617,153,3.571399439,3.025961744,-0.215004771,-1.146607199,1.336511895,ant,NMNH,536379,15.273523800,-14.564937800,13.491001785,44.182957877,3.274994591,9.055318172,ant,NMNH,536379,,,,Ant N536379b,-49.428,5.5228509,-49.428
NMNH,536380,antarcticus,,Small,Male,,60.9,212,45.1,12.86,4.62,2.4,1.12,5.03,3.93,1.16,73.00621504,29.63150191,4.081557176,110.7,69.33,82.36,83.35,82.5,81.89,75.9,70.13,65.45,62.09,7.7,10.98,2.45,29.17,1.8,23.38,19.21,30.01,19.94,13.26,8.35,9.46,6.79,68.37,57.43,-0.735087825,0.877623126,0.526317851,Argentina,Tierra Del Fuego,Isla De Los Estados,"Rocas Moyano, Off Punta Victoria",Skin: Whole,-54.833,64.617,153,3.779174768,3.042484113,-1.136468704,-2.105639591,1.116120549,ant,NMNH,536380,14.848169900,-15.145338400,13.755955569,45.161982702,3.283085822,8.300143686,ant,NMNH,536380,,,,Ant N536380b,-55.315,5.4599265,-55.315
NMNH,536381,antarcticus,,Small,Male,,68.9,230,45.98,13.83,5.44,2.49,1.09,5.17,4.23,1.08,88.35666506,33.08945294,3.698282872,121.68,70.99,87.8,88.82,87.97,86.28,77.54,70.1,65.67,62.79,8.5,9.91,2.56,31.38,1.64,26.23,20.18,30.09,21.95,12.21,7.87,8.28,7.39,81.2,73.31,-0.677497978,0.701326959,1.261465112,Argentina,Tierra Del Fuego,Isla De Los Estados,"Rocas Moyano, Off Punta Victoria",Skin: Whole,-54.833,64.617,153,5.361887816,2.875388837,-0.152527079,-0.667892698,-0.193684968,ant,NMNH,536381,14.660269400,-14.855470000,13.749522700,45.109090800,3.280775034,8.5815723,ant,NMNH,536381,,,,Ant N536381b,-67.158,5.3240994,-67.158
NMNH,536382,antarcticus,,Small,Male,,64.1,216,47.96,13.65,4.7,2.46,1.14,5.21,4.6,1.19,76.92817931,35.55026247,4.261884594,114.25,69.42,81.11,80.5,80.33,79.14,70.48,63.78,60.07,57.11,7.97,9.65,2.7,29.85,1.81,22.78,18.26,28.25,19.85,12.52,7.69,8.35,6.82,73.44,58.56,-0.808119923,0.443271921,0.836211661,Argentina,Tierra Del Fuego,Isla De Los Estados,"Rocas Moyano, Off Punta Victoria",Skin: Whole,-54.833,64.617,153,3.521054561,2.847234384,-0.273379101,-1.197807891,0.692817359,ant,NMNH,536382,15.139021400,-14.938210000,13.672413800,44.858752800,3.280968047,8.476902215,ant,NMNH,536382,,,,Ant N536382b,-63.033,5.3104069,-63.033
AMNH,137258,atacamensis,,Large,male,"(11,000 ft.)",,217,50.35,21.44,5.33,2.07,0.82,4.3,3.32,1.22,72.00216203,21.59028135,3.142849291,115.05,65.53,81.91,83.12,82.73,80.62,77.48,70.28,66.1,62.78,6.37,12.72,2.1,31.59,1.81,19.85,17.24,25.84,18.9,8.44,5.76,6.4,5.14,84.14,74.57,-0.744503128,1.128540127,0.766991703,Bolivia,,,Cuchacancha,Skin: Whole,-11.819,76.426,3353,1.826410637,-1.807214372,0.125629471,0.680929265,-0.634854914,ata,AMNH,137258,12.789147000,-19.406170000,13.744714900,44.050225700,3.204884643,1.8581475,ata,AMNH,137258,ATA A137258a,-118.735,5.6539668,Ata A137258b,-114.939,5.2291488,-116.837
AMNH,137259,atacamensis,,Large,female,"(11,000 ft.)",,211,45,20.13,5.2,2.1,1.06,4.77,4.1,1.58,77.92406418,27.04911275,5.261539376,106.39,65,76.43,78.73,79.85,79.8,76.22,70.64,66.12,62.53,7.98,12.72,2.85,31.23,1.76,19.61,17.13,26.1,18.45,8.65,6.3,6.86,5.87,87.94,71.93,-0.781707604,1.309768864,0.234202318,Bolivia,,,Cuchacancha,Skin: Whole,-11.819,76.426,3353,2.598307166,-1.958502907,-0.202778315,-0.177366917,-0.167015837,ata,AMNH,137259,14.827832600,-20.606885000,13.747424100,44.483334800,3.235757803,4.68314,ata,AMNH,137259,ATA A137259a,-106.234,5.6220993,Ata A137259b,-99.804,5.2253342,-103.019
AMNH,137260,atacamensis,,Large,female,"(11,000 ft.)",,216,48.72,20.95,5.86,2.19,0.98,6.45,5.21,1.61,118.7427775,35.84525802,4.956804889,113.34,63.31,76.4,77.72,76.64,75.9,72.95,64.96,59.37,58.26,8.15,12.53,2.39,32.86,1.95,21.14,19.03,28.55,19.65,9.41,7.04,7.77,6.7,90.31,78,-0.85560269,0.919609904,0.842766393,Bolivia,,,Cuchacancha,Skin: Whole,-11.819,76.426,3353,5.197289283,-0.546489234,0.251863296,0.387593976,-0.581588288,ata,AMNH,137260,12.212649800,-22.965960000,13.583890500,44.386330000,3.267571246,3.436785,ata,AMNH,137260,ATA A137260a,-107.135,5.5857078,Ata A137260b,-104.333,5.2032198,-105.734
AMNH,174158,atacamensis,,Large,female,12400-14000 ft,,214,44.8,20.77,4.73,2.04,1.03,4.77,3.7,1.15,70.88092761,23.71274135,3.721216498,111.07,63.01,76.61,76.78,78.37,75.15,73.97,67.89,62.93,60.07,6.82,10.43,2.34,30.02,2.18,19.79,18.73,27.31,20.17,9.19,7.03,7.49,6.48,85.77,71.79,-0.832114649,1.16341344,0.403844734,Peru,Prov Junin,,Chipa,Skin: Whole,-10.7,-75.95,3780,3.207898981,-1.151942181,-0.207776525,-0.024469856,0.147388251,ata,AMNH,174158,10.798336600,-19.837600000,13.434323900,43.925162600,3.269622121,1.962514108,ata,AMNH,174158,,,,Ata A174158b,-133.893,5.3670622,-133.893
